,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
11,Marcus Tavernier,eng ENG,"FW,MF",25.0,,20,1939.0,21.5,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,5.5,5.5,4.0,9.5,53.0,128.0,129.0,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44,Matches,Bournemouth,29.0
12,Adam Smith,eng ENG,DF,33.0,,19,1590.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.4,1.1,15.0,49.0,34.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Bournemouth,25.0
13,Marcos Senesi,ar ARG,DF,27.0,,13,1106.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,1.1,12.0,62.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Bournemouth,17.0
14,David Brooks,wls WAL,"FW,MF",27.0,,9,960.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,1.9,4.4,35.0,35.0,83.0,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.41,0.24,0.41,Matches,Bournemouth,29.0
15,Alex Scott,eng ENG,MF,20.0,,8,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.9,1.6,15.0,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.19,0.09,0.19,Matches,Bournemouth,20.0
16,Julian Araujo,mx MEX,DF,22.0,,7,497.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,4.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Bournemouth,12.0
17,James Hill,eng ENG,DF,22.0,,6,448.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,3.0,16.0,8.0,0.0,0.2,0.2,0.0,0.2,0.06,0.05,0.11,0.06,0.11,Matches,Bournemouth,10.0
18,Mark Travers,ie IRL,GK,25.0,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,5.0
19,Enes Ünal,tr TUR,"FW,MF",27.0,,2,345.0,3.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.7,2.7,0.4,3.1,4.0,12.0,22.0,0.52,0.26,0.78,0.52,0.78,0.72,0.1,0.82,0.72,0.82,Matches,Bournemouth,17.0
20,Neto,br BRA,GK,35.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2.0
21,Luis Sinisterra,co COL,"FW,MF",25.0,,1,236.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.4,2.6,19.0,6.0,38.0,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.0,0.46,1.0,Matches,Bournemouth,12.0
22,Philip Billing,dk DEN,MF,28.0,,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82,Matches,Bournemouth,10.0
23,Max Aarons,eng ENG,DF,24.0,,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,3.0
24,Daniel Jebbison,ca CAN,FW,20.0,,0,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,4.0,3.0,16.0,0.76,0.0,0.76,0.76,0.76,0.75,0.15,0.9,0.75,0.9,Matches,Bournemouth,16.0
25,Ben Winterburn,eng ENG,"MF,FW",19.0,,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,4.0
26,Julio Soler,ar ARG,"DF,FW",19.0,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,3.0
27,Remy Rees-Dottin,eng ENG,FW,18.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,1.0
28,Zain Silcott-Duberry,ms MSR,FW,19.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,1.0
29,Daniel Adu-Adjei,eng ENG,FW,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
30,Matai Akinmboni,us USA,DF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
31,Jaidon Anthony,eng ENG,"FW,MF",24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
32,Will Dennis,eng ENG,GK,24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
33,Archie Harris,eng ENG,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
34,Hamed Junior Traorè,ci CIV,"FW,MF",24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
35,Callan Mckenna,sct SCO,GK,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
36,Dominic Sadi,eng ENG,MF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
37,Maxwell Wellings,eng ENG,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0
38,Squad Total,,,25.1,,418,3420.0,38.0,57.0,41.0,98.0,51.0,6.0,7.0,97.0,3.0,64.0,58.5,43.8,102.3,754.0,1489.0,1474.0,1.5,1.08,2.58,1.34,2.42,1.68,1.15,2.84,1.54,2.69,,Bournemouth,38.0
39,Opponent Total,,,26.4,,418,3420.0,38.0,46.0,36.0,82.0,42.0,4.0,4.0,94.0,5.0,48.5,45.3,36.5,81.8,685.0,1295.0,1280.0,1.21,0.95,2.16,1.11,2.05,1.28,0.96,2.24,1.19,2.15,,Bournemouth,38.0
0,Nathan Collins,ie IRL,DF,23.0,38.0,38,3420.0,38.0,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,2.5,2.5,1.8,4.3,32.0,127.0,18.0,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11,Matches,Brentford,
1,Bryan Mbeumo,cm CMR,FW,24.0,38.0,38,3414.0,37.9,20.0,7.0,27.0,15.0,5.0,6.0,3.0,0.0,12.3,7.5,8.3,15.9,130.0,141.0,351.0,0.53,0.18,0.71,0.4,0.58,0.32,0.22,0.54,0.2,0.42,Matches,Brentford,
2,Mark Flekken,nl NED,GK,31.0,37.0,37,3275.0,36.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.01,0.01,0.0,0.01,Matches,Brentford,
3,Keane Lewis-Potter,eng ENG,"DF,FW",23.0,38.0,36,3093.0,34.4,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,3.1,3.1,3.2,6.3,98.0,98.0,156.0,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18,Matches,Brentford,
4,Yoane Wissa,cd COD,FW,27.0,35.0,34,2919.0,32.4,19.0,4.0,23.0,19.0,0.0,0.0,5.0,0.0,18.5,18.5,2.6,21.1,60.0,67.0,154.0,0.59,0.12,0.71,0.59,0.71,0.57,0.08,0.65,0.57,0.65,Matches,Brentford,
5,Mikkel Damsgaard,dk DEN,"MF,FW",24.0,38.0,34,2911.0,32.3,2.0,10.0,12.0,2.0,0.0,0.0,2.0,0.0,2.8,2.8,8.4,11.2,73.0,234.0,137.0,0.06,0.31,0.37,0.06,0.37,0.09,0.26,0.35,0.09,0.35,Matches,Brentford,
6,Christian Nørgaard,dk DEN,MF,30.0,34.0,34,2819.0,31.3,5.0,4.0,9.0,5.0,0.0,0.0,8.0,1.0,4.3,4.3,1.3,5.6,14.0,154.0,42.0,0.16,0.13,0.29,0.16,0.29,0.14,0.04,0.18,0.14,0.18,Matches,Brentford,
7,Sepp van den Berg,nl NED,DF,22.0,31.0,29,2586.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.8,2.8,12.0,79.0,28.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,Brentford,
8,Vitaly Janelt,de GER,MF,26.0,32.0,27,2254.0,25.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,2.2,3.0,17.0,80.0,38.0,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,Matches,Brentford,
9,Kevin Schade,de GER,FW,22.0,38.0,26,2293.0,25.5,11.0,2.0,13.0,11.0,0.0,0.0,3.0,0.0,8.2,8.2,3.7,11.9,61.0,38.0,165.0,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,Matches,Brentford,
10,Ethan Pinnock,jm JAM,DF,31.0,22.0,21,1913.0,21.3,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.2,2.3,3.0,41.0,9.0,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Matches,Brentford,
11,Kristoffer Ajer,no NOR,DF,26.0,24.0,17,1438.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.2,2.2,27.0,56.0,44.0,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,Matches,Brentford,
12,Yehor Yarmoliuk,ua UKR,MF,20.0,31.0,15,1450.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.9,1.5,15.0,63.0,47.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,Brentford,
13,Mads Roerslev,dk DEN,DF,25.0,19.0,11,1101.0,12.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,3.0,3.2,17.0,51.0,54.0,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26,Matches,Brentford,
14,Mathias Jensen,dk DEN,MF,28.0,24.0,8,862.0,9.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.7,1.9,6.0,61.0,27.0,0.0,0.21,0.21,0.0,0.21,0.03,0.17,0.2,0.03,0.2,Matches,Brentford,
15,Michael Kayode,it ITA,DF,20.0,12.0,6,528.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.5,12.0,12.0,24.0,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25,Matches,Brentford,
16,Fabio Carvalho,pt POR,"FW,MF",21.0,19.0,3,455.0,5.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.7,3.2,9.0,17.0,23.0,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62,Matches,Brentford,
17,Ben Mee,eng ENG,DF,34.0,7.0,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
18,Thiago,br BRA,"FW,MF",23.0,8.0,1,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,Matches,Brentford,
19,Hákon Rafn Valdimarsson,is ISL,GK,22.0,2.0,1,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
20,Edmond-Paris Maghoma,eng ENG,"MF,FW",23.0,8.0,0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,Matches,Brentford,
21,Rico Henry,eng ENG,DF,27.0,5.0,0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
22,Yunus Emre Konak,tr TUR,"FW,MF",18.0,10.0,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Brentford,
23,Kim Jisoo,kr KOR,DF,19.0,3.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
24,Frank Onyeka,ng NGA,MF,26.0,2.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
25,Gustavo Nunes,br BRA,"FW,MF",18.0,3.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
26,Jayden Meghoma,eng ENG,DF,18.0,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
27,Ryan Trevitt,eng ENG,MF,21.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,
28,Benjamin Arthur,eng ENG,DF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
29,Julian Eyestone,us USA,GK,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
30,Benjamin Fredrick,ng NGA,DF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
31,Aaron Hickey,sct SCO,"DF,MF",22.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
32,Iwan Morgan,wls WAL,FW,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
33,Myles Peart-Harris,eng ENG,MF,21.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
34,Tony Yogane,eng ENG,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,
35,Squad Total,,,25.8,38.0,418,3420.0,38.0,65.0,44.0,109.0,60.0,5.0,6.0,62.0,1.0,59.0,54.4,42.4,96.8,598.0,1356.0,1339.0,1.71,1.16,2.87,1.58,2.74,1.55,1.12,2.67,1.43,2.55,,Brentford,
36,Opponent Total,,,26.4,38.0,418,3420.0,38.0,54.0,42.0,96.0,53.0,1.0,1.0,82.0,3.0,55.4,54.7,43.3,97.9,835.0,1562.0,1547.0,1.42,1.11,2.53,1.39,2.5,1.46,1.14,2.6,1.44,2.58,,Brentford,
0,Bernd Leno,de GER,GK,32.0,38.0,38,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,
1,Antonee Robinson,us USA,DF,26.0,36.0,35,3167.0,35.2,0.0,10.0,10.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,4.2,4.9,118.0,131.0,274.0,0.0,0.28,0.28,0.0,0.28,0.02,0.12,0.14,0.02,0.14,Matches,Fulham,
2,Alex Iwobi,ng NGA,"FW,MF",28.0,38.0,35,2981.0,33.1,9.0,6.0,15.0,9.0,0.0,0.0,1.0,0.0,4.7,4.7,7.0,11.8,144.0,213.0,246.0,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,Matches,Fulham,
3,Calvin Bassey,ng NGA,DF,24.0,35.0,34,3074.0,34.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.1,1.2,39.0,116.0,15.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,Matches,Fulham,
4,Raúl Jiménez,mx MEX,FW,33.0,38.0,30,2494.0,27.7,12.0,3.0,15.0,9.0,3.0,3.0,4.0,0.0,12.0,9.6,3.3,12.9,35.0,62.0,125.0,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,Matches,Fulham,
5,Joachim Andersen,dk DEN,DF,28.0,29.0,29,2583.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.5,1.5,16.0,112.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,Matches,Fulham,
6,Saša Lukić,rs SRB,MF,27.0,30.0,28,2344.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,1.2,1.2,2.7,3.9,39.0,98.0,33.0,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,Matches,Fulham,
7,Sander Berge,no NOR,MF,26.0,31.0,26,2224.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.6,1.0,29.0,124.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Fulham,
8,Emile Smith Rowe,eng ENG,MF,24.0,34.0,25,2043.0,22.7,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,4.5,4.5,1.4,6.0,53.0,126.0,127.0,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26,Matches,Fulham,
9,Andreas Pereira,br BRA,MF,28.0,33.0,25,2013.0,22.4,2.0,4.0,6.0,2.0,0.0,1.0,7.0,0.0,3.8,3.0,4.6,7.6,29.0,104.0,81.0,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34,Matches,Fulham,
10,Kenny Tete,nl NED,DF,28.0,22.0,21,1774.0,19.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.4,1.4,0.9,2.3,34.0,63.0,54.0,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12,Matches,Fulham,
11,Adama Traoré,es ESP,"FW,MF",28.0,36.0,18,1772.0,19.7,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,4.9,8.9,100.0,68.0,161.0,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,Matches,Fulham,
12,Timothy Castagne,be BEL,DF,28.0,24.0,17,1649.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.2,1.6,17.0,62.0,67.0,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,Matches,Fulham,
13,Issa Diop,fr FRA,DF,27.0,21.0,15,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,6.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,Fulham,
14,Harry Wilson,wls WAL,"FW,MF",27.0,25.0,12,1162.0,12.9,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,4.2,4.2,1.1,5.3,22.0,51.0,96.0,0.46,0.08,0.54,0.46,0.54,0.33,0.09,0.41,0.33,0.41,Matches,Fulham,
15,Rodrigo Muniz,br BRA,FW,23.0,31.0,8,964.0,10.7,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,5.8,5.8,0.7,6.5,6.0,27.0,31.0,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,Matches,Fulham,
16,Ryan Sessegnon,eng ENG,"FW,DF",24.0,16.0,7,580.0,6.4,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.6,1.6,1.1,2.7,18.0,22.0,59.0,0.62,0.31,0.93,0.62,0.93,0.25,0.17,0.42,0.25,0.42,Matches,Fulham,
17,Reiss Nelson,eng ENG,FW,24.0,11.0,5,487.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.1,45.0,35.0,63.0,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39,Matches,Fulham,
18,Jorge Cuenca,es ESP,DF,24.0,8.0,4,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Fulham,
19,Tom Cairney,sct SCO,MF,33.0,25.0,3,628.0,7.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,0.8,0.8,1.1,1.8,18.0,53.0,33.0,0.29,0.0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26,Matches,Fulham,
20,Willian,br BRA,"FW,MF",35.0,10.0,2,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,11.0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28,Matches,Fulham,
21,Joshua King,eng ENG,MF,17.0,8.0,1,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,3.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.51,0.22,0.51,Matches,Fulham,
22,Harrison Reed,eng ENG,MF,29.0,12.0,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,Matches,Fulham,
23,Martial Godo,eng ENG,"FW,DF",21.0,2.0,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,Fulham,
24,Carlos Vinícius,br BRA,"MF,FW",29.0,3.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,Fulham,
25,Jay Stansfield,eng ENG,MF,21.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,
26,Samuel Amissah,eng ENG,DF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,
27,Steven Benda,de GER,GK,25.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,
28,Squad Total,,,28.1,38.0,418,3420.0,38.0,53.0,44.0,97.0,50.0,3.0,4.0,80.0,2.0,49.0,45.9,37.5,83.4,786.0,1558.0,1544.0,1.39,1.16,2.55,1.32,2.47,1.29,0.99,2.28,1.21,2.2,,Fulham,
29,Opponent Total,,,26.3,38.0,418,3420.0,38.0,52.0,40.0,92.0,49.0,3.0,4.0,67.0,3.0,47.2,44.1,34.4,78.5,654.0,1396.0,1384.0,1.37,1.05,2.42,1.29,2.34,1.24,0.91,2.15,1.16,2.06,,Fulham,
0,Dean Henderson,eng ENG,GK,27.0,38.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal-Palace,
1,Daniel Muñoz,co COL,DF,28.0,37.0,37,3228.0,35.9,4.0,5.0,9.0,4.0,0.0,0.0,10.0,0.0,4.9,4.9,5.5,10.5,62.0,97.0,206.0,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,Matches,Crystal-Palace,
2,Tyrick Mitchell,eng ENG,DF,24.0,37.0,37,3092.0,34.4,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,6.4,7.7,63.0,70.0,171.0,0.0,0.15,0.15,0.0,0.15,0.04,0.19,0.22,0.04,0.22,Matches,Crystal-Palace,
3,Maxence Lacroix,fr FRA,DF,24.0,35.0,35,3116.0,34.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,3.4,3.4,1.0,4.4,8.0,65.0,7.0,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13,Matches,Crystal-Palace,
